Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK
Dans,Ohla! KidsDance,www.ohla.nl,De Cameleon Theater Amsterdam West,Derde Kostverlorenkade 35,1054TS,Amsterdam,West,,30222759
Dans,Studio West,www.studiowest.nl,De Meervaart,Osdorpplein 6,1068EL,Amsterdam,Nieuw-West,,
Dans,Balletschool de Kattensprong,www.balletschooldekattensprong.nl,De Springplank (gymzaal),Robert Scottstraat 28-34,1056AZ,Amsterdam,West,,63968622
Dans,Dansschool Pastora Flamenco,www.pastora.nl,El Flamenco,Tussen de Bogen 95,1013JB,Amsterdam,Centrum,,34353860
Dans,Rock 'n Roll vereniging Gel,www.gel-online.nl,Global Dancelab,Borgerstraat 112,1053PX,Amsterdam,West,,
Dans,Roos Dansverhalen,www.roosdansverhalen.nl,Gymzaal Meidoornschool,Chasséstraat 59,1057JA,Amsterdam,West,,
Dans,Mascha's Dansstudio,www.maschasdansstudio.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 2,1055SB,Amsterdam,West,,52090868
Dans,Ohla! KidsDance,www.ohla.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,30222759
Dans,Wolverine Line Dancers,www.kindervreugd.org,Kindervreugd,Kramatweg 31a,1095JS,Amsterdam,Oost,,40530364
Dans,Amsterdam Dance Centre,www.amsterdamdancecentre.nl,Olympia gebouw,Bellamystraat 49-51,1053BG,Amsterdam,West,,34156497
Dans,Streetmotion,www.streetmotion.nl,Streetmotion,Buikslotermeerplein 15,1025ES,Amsterdam,,,
Drakenbootracen,Eerste Hollandse Drakenboot Club/EHDC,www.ehdc.nl,EHDC,Langbroekpad 3,1108EA,Amsterdam,Zuidoost,,40536950
Floorball,Floorball Agents,www.amsterdamfloorball.nl,Sporthal Oostenburg,Oostenburgergracht 151,1018ND,Amsterdam,Centrum,,34208581
Frisbee,Disc Sport Amsterdam Disc Golf,www.dsadiscgolf.com,Sloterplas,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,63166887
Frisbee,Crunch Ultimate Frisbee,www.crunch-ultimate.net,Sportpark Drie Burg,Drieburgpad 3,1097HK,Amsterdam,Oost,,
Go,De Amsterdamse Go Club,www.goinamsterdam.nl,Café Batavia,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,
Go,De Twee Ogen,www.tweeogen.nl,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,40539088
Golf,Old Course Amsterdam,www.amsterdamoldcourse.nl,Clubhuis,Zwartelaantje 4,1114BA,Amsterdam-Duivendrecht,Buiten Amsterdam,,40536982
Golf,Olympus,www.olympusgolf.nl,De Hoge Dijk,Abcouderstraatweg 46,1105AA,Amsterdam,Zuidoost,,40530004
Golf,Golfclub Houtrak,www.houtrak.nl,Golfbaan Houtrak,Machineweg 1b,1165NB,Halfweg,Buiten Amsterdam,,
Golf,Golfclub Amstelborgh,www.borchland.nl,Golfclub Amstelborgh,Borchlandweg 6-12,1099CT,Amsterdam,Zuidoost,,55268412
Golf,Amsterdamse Golf Club,www.amsterdamsegolfclub.nl,Houtrakpolder,Bauduinlaan 35,1047HK,Amsterdam,Buiten Amsterdam,,40531631
Golf,Spaarnwoude,www.golfbaanspaarnwoude.nl,Spaarnwoude,Het Hoge Land 2,1981LT,Velsen,Buiten Amsterdam,,
Golf,AMVJ,www.amvj-golf.nl,Sportpark 't Loopveld,Aanloop 4,1183SZ,Amstelveen,Zuid,,40533621
Golf,Golfclub Ookmeer,www.golfclubookmeer.nl,Sportpark Ookmeer,Abe Lenstralaan 8 ,1067MV,Amsterdam,Nieuw-West,,40535608
Golf,Golfclub Tilon PGA Proffesionals,www.golfles.org,Sportpark Ookmeer,Abe Lenstralaan 8 ,1067MV,Amsterdam,Nieuw-West,,
Golf,Sloten Golfclub,www.golfbaansloten.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40537226
Golf,Waterlandse Golf Club,www.waterlandsegolfclub.nl,Waterland,Buikslotermeerdijk 141,1027AC,Amsterdam,Noord,,40537160
Gymnastiek,DOS,www.dosamsterdam.nl,Banketbakkersschool,Reinaert de Vosstraat 27,1055CL,Amsterdam,West,,40532716
Gymnastiek,V & V Osdorp,www.vlugenvaardigosdorp.nl,Basisschool de Punt,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,40531508
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Gymzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,54804728
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,Buikslotermeerschool,Breedveld 8,1025PZ,Amsterdam,Noord,,40532661
Gymnastiek,DOS,www.dosamsterdam.nl,Buurthuis Multibox,J. de Louterstraat 15,1063KX,Amsterdam,Nieuw-West,,40532716
Gymnastiek,Turnz,www.turnz.nl,Copernicusstraat 38-40,Copernicusstraat 38-40,1098JH,Amsterdam,Oost,,40535474
Gymnastiek,N.O.S.,www.nos-turnen.nl,Dapperschool,P. Nieuwlandstraat 8,1093XB,Amsterdam,Oost,,40531788
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,De Bockesprong,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,40533213
Gymnastiek,Holendrecht,www.svholendrecht.nl,De Brink,Mijehof 300,1106HW,Amsterdam,Zuidoost,,
Gymnastiek,Turnz,www.turnz.nl,De Pijp Gymzaal,Verbindingsstraat 2,1073TJ,Amsterdam,Zuid,,40535474
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,De Piramide,Houdringe 2,1025BA,Amsterdam,Noord,,40532661
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzaal Lekstraat 35,Lekstraat 35,1079EL,Amsterdam,Zuid,,40533213
Gymnastiek,Olympia,www.olympia.dds.nl,De Verbinding,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,40532564
Gymnastiek,DOS,www.dosamsterdam.nl,G. Borgesiusschool,Aalbersestraat 35,1067EZ,Amsterdam,Nieuw-West,,40532716
Gymnastiek,Diemer Gymnastiek Vereniging,www.dgc-turnen.nl,Gymzaal,Schoolstraat 61,1111BP,Diemen,Buiten Amsterdam,,40532493
Gymnastiek,Odin turnvereniging,www.tvodin.nl,Gymzaal,Burgemeester Haspelslaan 137A,1181NC,Amstelveen,Buiten Amsterdam,,
Gymnastiek,Odin turnvereniging,www.tvodin.nl,Gymzaal,Oostelijk Halfrond 445,1183EZ,Amstelveen,Buiten Amsterdam,,
Gymnastiek,Odin turnvereniging,www.tvodin.nl,Gymzaal,Pandora 7,1183KK,Amstelveen,Buiten Amsterdam,,
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Gymzaal Burgemeester Haspelslaan,Burgemeester Haspelslaan 137A,1181NC,Amstelveen,Buiten Amsterdam,,34165812
Gymnastiek,Vriendschap SV,www.svvriendschap.nl,Gymzaal de Krijtmolen,Molenwijk 8,1035EE,Amsterdam,Noord,,40531691
Gymnastiek,Vriendschap SV,www.svvriendschap.nl,Gymzaal De Poolster,Plejadenplein 40,1033VL,Amsterdam,Noord,,40531691
Gymnastiek,Amstels Gymnastiekvereeniging (anno 1866),www.amstelsgym.nl,Gymzaal Dongeschool,Dintelstraat 5 ,1078VN,Amsterdam,Zuid,,40531363
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal EGoli 5-7,EGoli 5-7,1103AC,Amsterdam,Zuidoost,,40532005
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Huntum 16,Huntum 16,1102JA,Amsterdam,Zuidoost,,40532005
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam,Zuidoost,,40532005
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Gymzaal Oostelijk halfrond,Oostelijk Halfrond 445,1183EZ,Amstelveen,Buiten Amsterdam,,34165812
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Pieter Calandlaan 768,Pieter Calandlaan 768,1060TZ,Amsterdam,Nieuw-West,,40532005
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Reigersbos 301,Reigersbos 301,1107EZ,Amsterdam,Zuidoost,,40532005
Gymnastiek,Vriendschap SV,www.svvriendschap.nl,Gymzaal Twiskeschool,Pandorinastraat 7A,1035VR,Amsterdam,Noord,,40531691
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,40532661
Gymnastiek,Salto,gvsalto.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40533213
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40532716
Gymnastiek,DOS,www.dosamsterdam.nl,Hubertus Vakschool,Reinaert de Vosstraat 27,1055CL,Amsterdam,West,,40532716
Gymnastiek,Ontspannings Vereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1062HE,Amsterdam,Nieuw-West,,
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,IJdoornschool,Werengouw 83,1025VM,Amsterdam,Noord,,40532661
Gymnastiek,Veerkracht,www.tvveerkracht.nl,IKC Noordrijk,Braeburstraat 1 ,1036LD,Amsterdam,Nieuw-West,,40534778
Gymnastiek,sv West!,www.svWest.nl,Louis Bouwmeester,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,Nieuw-West,,40532344
Gymnastiek,Wilskracht,www.tvwilskracht.nl,Marcanti college,J. van Galenstraat 31,1051KM,Amsterdam,West,,40532248
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Montessori school De Maas en Waalschool,Uiterwaardenstraat 544,1079AZ,Amsterdam,Zuid,,40533213
Gymnastiek,Olympia,www.olympia.dds.nl,Mozaïek Het,Rustenburgerstraat 246,1073GK,Amsterdam,Zuid,,40532564
Gymnastiek,DOS,www.dosamsterdam.nl,Multatulischool,Krelis Louwenstraat 2-4,1055KA,Amsterdam,West,,40532716
Gymnastiek,Turnz,www.turnz.nl,OSB,Gulden Kruis 5,1103BE,Amsterdam,Zuidoost,,40535474
Gymnastiek,Arma,www.armagym.nl,P.J. Troelstraschool,Dr. H. Colijnstraat 2,1067CG,Amsterdam,Nieuw-West,,40532601
Gymnastiek,Odin turnvereniging,www.tvodin.nl,Parcivalschool,Lindenlaan 323,1185NK,Amstelveen,Buiten Amsterdam,,
Gymnastiek,DOS,www.dosamsterdam.nl,Pro Regeschool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,40532716
Gymnastiek,sv West!,www.svWest.nl,ProRegeSchool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,40532344
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Rosa Boekdrukker,Vancouverstraat 3-5,1056DT,Amsterdam,West,,54804728
Gymnastiek,Arma,www.armagym.nl,Sociëteit Het Open Huis,Bilderdijkpark 12a,1052SC,Amsterdam,Nieuw-West,,40532601
Gymnastiek,FDO,www.gvfdo.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532005
Gymnastiek,sv West!,www.svWest.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532344
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40535474
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40535474
Gymnastiek,Veerkracht,www.tvveerkracht.nl,Sportcentrum Ookmeer,Dokter Meurelaan 7,1067SM,Amsterdam,Noord,,40534778
Gymnastiek,Turnschool Turnace Gymnastic Amsterdam,www.turnace.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,
Gymnastiek,Turnz,www.turnz.nl,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,40535474
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Sporthal De Meent,Orion 3,1188AM,Amstelveen,Buiten Amsterdam,,34165812
Gymnastiek,GTV de Badhoeve,www.gtvdebadhoeve.nl,Sportpark Ookmeer,Dokter Meurelaan 7,1067VM,Amsterdam,Nieuw-West,,40595417
Gymnastiek,Komby Sport,www.kombijsport.nl,Sportzaal,Dahliastraat 30,1171WN,Badhoevedorp,Buiten Amsterdam,,34373302
Gymnastiek,Gymnastiek Vereniging Amsterdam-Zuid (GVAZ),www.gvaz.nl,Sportzaal Pam Pooters,Vechtstraat 90,1079JN,Amsterdam,Zuid,,40530749
Gymnastiek,DOS,www.dosamsterdam.nl,Theo Thijssenschool,Palmstraat 13,1015HP,Amsterdam,Centrum,,40532716
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,Tonidozaal,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,40532661
Gymnastiek,Turnz,www.turnz.nl,Troelstraschool,Doctor H. Colijnstraat 2,1067CG,Amsterdam,Nieuw-West,,40535474
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Turnhal en Beweegbox,Sportlaan 25,1185RE,Amstelveen,Buiten Amsterdam,,34165812
Gymnastiek,Turnz,www.turnz.nl,Turnhal Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40535474
Gymnastiek,GV TONIDO,www.tonidoamsterdamNoord.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,40532221
Gymnastiek,Odin turnvereniging,www.tvodin.nl,Westwijk,Zeelandiahoeve 3,1187KR,Amstelveen,Buiten Amsterdam,,
Gymnastiek,Driemond Fit,www.driemond-fit.nl,,Jaargetijden 6,1109AR,Amsterdam,Zuidoost,,40532599
Handbal,Universitaire Sportvereniging,www.ushandbal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993
Handbal,Zeeburg,www.svzeeburg.nl,Sporthal Diemen,Pr. Bernardlaan 6,1111ET,Diemen,Buiten Amsterdam,,40532363
Handbal,D.S.G.,www.dsghandbal.nl,Sporthal Ookmeer,Dr. Meurerlaan 4,1067SM,Amsterdam,Nieuw-West,,40530112
Handbal,T.O.G.,www.avvtog.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40532089
Handbal,AHC'31,www.ahc31.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40531675
Handbal,Aristos,www.aristosamsterdam.nl,Sportpark De Eendracht,Tom Scheursweg 10,1067MC,Amsterdam,Nieuw-West,,40236167
Handbal,RKHV Aristos,www.hv-aristos.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,40236167
Handbal,SV Vriendschap,www.svvriendschap.nl,Sportpark Melkweg,Meteorenweg 278,1035RN,Amsterdam,Noord,,40531691
Handbal,T.O.B.,www.rksv.tob.nl,Sportpark Melkweg,Meteorenweg 270,1035RN,Amsterdam,Noord,,40530737
Handbal,VOC Amsterdam,www.voc-handbal.nl,Sportpark De Weeren,Volendammerweg 314,1027EA,Amsterdam,Noord,,34255593
Handbal,Heracles,www.sv-heracles-amsterdam.info/?tag=handbal,Sportpark Ookmeer,Dr Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40530123
Handbal,Westsite,www.Westsite.amsterdam,Sportpark Riekerhaven,Overschiestraat 198,1062XK,Amsterdam,Nieuw-West,,34162957
Handbal,D.S.G.,www.dsghandbal.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40530112
Handboogschieten,Amsterdamse Spoorweg Sport Vereniging A.S.S.V.,www.assv.deds.nl,ASSV Gebouw,Ouderkerkerlaan 10,1115NS,Duivendrecht,Buiten Amsterdam,,40530845
Handboogschieten,K.N.H.S Concordia,www.knhs-concordia.org,Sportpark Ookmeer,Abe Lenstralaan 10,1067MV,Amsterdam,Nieuw-West,,40531835
Hapkido,Chong Mu Kwan,www.chongmukwan.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Hardlopen,Running Holland,www.runningholland.nl,Amsterdamse Bos,Bosbaanweg 5,1182DA,Amstelveen,Buiten Amsterdam,,52662101
Hardlopen,Running Holland,www.runningholland.nl,Sport371,Overtoom 371,1054JN,Amsterdam,West,,52662101
Hardlopen,Zoev,www.zoev.net,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339
Hardlopen,Loopqlub,www.loopqlub.nl,Sportpark Westerpark,Klönneplein 10 - 12,1014DD,Amsterdam,West,,58979611
Hardlopen,Sportclub Eendracht,www.sportparkdeeendracht.nl/sporten/hardlopen,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40533717
Hardlopen,Running Club Amsterdam,www.runningclubamsterdam.nl,Sportpark Sloten,"Sportpark Sloten, Sloterweg 1045",1066CC,Amsterdam,Nieuw-West,,
Hockey,"Dolphins, the",www.thedolphins.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,34190856
Hockey,HC A.M.V.J.,www.hcamvj.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40532754
Hockey,V.V.V.,www.hockeyclubvvv.nl,Sportpark 't Loopveld,Aanloop 7,1183SZ,Amstelveen,Zuid,,40530657
Hockey,A.H.& B.C.,www.ahbc.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 19,1182AA,Amstelveen,Zuid,,40530202
Hockey,"Hurley, THC",www.hurley.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21b,1182AA,Amstelveen,Zuid,,40533024
Hockey,Pinoké,www.pinoke.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 23-25,1182AA,Amstelveen,Zuid,,40531935
Hockey,Abcoude,www.hvabcoude.nl,Sportpark De Hollandse Kade,Ruwelspad 1,1391JA,Abcoude,Buiten Amsterdam,,
Hockey,H.I.C.,www.hichockey.nl,Sportpark Escapade,Escapade 1,1183NM,Amstelveen,Buiten Amsterdam,,
Hockey,AHC IJburg ,www.ahcijburg.nl,Sportpark IJburg,Jan Beijerpad 1,1087BX,Amsterdam,Oost,,34388539
Hockey,AHMC  F.I.T.,www.amhc-fit.nl,Sportpark Kadoelen,Vikingpad 41,1034VG,Amsterdam,Noord,,40531047
Hockey,S.B.H.C. Xenios,www.xenios.nl,Sportpark Sloten-West,Ringvaartdijk 21,1066DE,Amsterdam,Nieuw-West,,40535212
Hockey,A.M.H.C. Westerpark,www.amhcwesterpark.nl,Sportpark Spieringhorn,Spieringhorn 5,1043AA,Amsterdam,Nieuw-West,,
Hockey,Myra,www.hvmyra.nl,Sportpark Sportlaan,Sportlaan 37,1185TB,Amstelveen,Buiten Amsterdam,,40531629
Hockey,M.H.C. Amstelveen,www.mhc-amstelveen.nl,Sportpark Startbaan,Startbaan 9,1185XP,Amstelveen,Buiten Amsterdam,,
Hockey,AthenA,www.hcathena.nl,Sportpark Voorland,Voorlandpad 13,1098TZ,Amsterdam,Oost,,34212175
Honkbal/Softbal,Amsterdam Marshals,www.amsterdammarshals.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,54216869
Honkbal/Softbal,D.V.H.,www.dvh-amstelveen.nl,DVH-Sportcentrum,Wimbledonpark 2,1185XN,Amstelveen,Buiten Amsterdam,,
Honkbal/Softbal,sc Badhoevedorp,www.scbdorp.nl,Sportcomplex de Sporthoeve,Sportlaan 2,1171EH,Badhoevedorp,Buiten Amsterdam,,40594223
Honkbal/Softbal,TIW Survivors Diemen,www.tiw-survivors.nl,Sportpark De Diemen,Sportlaan 9,1111PX,Diemen,Buiten Amsterdam,,40536535
Honkbal/Softbal,O.S.C. Ban Topa Future Stars,www.bantopafs.nl,Sportpark De Toekomst,Borchland 14,1099CT,Duivendrecht,Zuidoost,,
Honkbal/Softbal,O.V.V.O.,www.ovvo-amsterdam.nl,Sportpark Middenmeer,Radioweg 73,1098NG,Amsterdam,Oost,,34153612
Honkbal/Softbal,Amsterdam Pirates,www.amsterdampirates.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,40531384
Honkbal/Softbal,A.H.C. Quick,www.quickamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535612
Honkbal/Softbal,Amsterdam North Stars,www.amsterdamnorthstars.nl,Sportpark Tuindorp-Oostzaan,Perenpad 3 5,1033TB,Amsterdam,Noord,,34263263
IJshockey,IJV Amstel Tijgers anno 1963,www.amsteltijgers.nl,Jaap Eden IJsbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,34194868
Jeu de Boules,Abcoude,jdbca.nl,Boulodrôme,Molenweg 19 B,1391CH,Abcoude,Buiten Amsterdam,,
Jeu de Boules,Les Bohemiens de Petanque,lesbohemiensdepetanque.weebly.com,Jeu de Boules,Buziaustraat 32,1068KN,Amsterdam,Nieuw-West,,
Jeu de Boules,Mooie Boules,www.mooieboules.nl,Mooie Boules,Zeeburgerpad 3,1018AH,Amsterdam,Oost,,69390967
Jeu de Boules,De Drie Kastanjes,geen website,Onderlangs,Onderlangs,1097ZJ,Amsterdam,Oost,,40539544
Jeu de Boules,De Meteoor,www.jbcdemeteoor.nl,Sportpark Tuindorp-Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,40531352
Judo,Fuyiama,www.fuyiama.nl,A.S.V. Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,34138064
Judo,BeTer Judo,www.beterjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,ja,
Judo,Stichting Special Needs Judo Foundation,www.specialneedsjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,,
Judo,Judoschool van Heest,www.judoschool.nl,Basisschool de Achthoek ,Hengelstraat 100,1019DC,Amsterdam,Oost,,34266776
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,BS de Ark,Zuid Hollandstraat 7,1082EK,Amsterdam,Zuid,,56080212
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,BS Kinkerbuurt,Borgerstraat 109,1053PE,Amsterdam,West,,56080212
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,BSA de Zeppelin en Heldringschool ,"Bessenpad 1, Bosrankstraat 1","1033LW,1032LH",Amsterdam,Noord,,
Judo,Shin Shin Bu Ken,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,
Judo,Judo Jishin,www.judojishin.nl,Buitenschoolse Opvang Villa Bons,Galileïplantsoen 39,1098LW,Amsterdam,Oost,,56131445
Judo,Maris Jacob,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350
Judo,Fuyiama,www.fuyiama.nl,Buurtvereniging Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,34138064
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,De Bockesprong,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,56080212
Judo,Judoschool van Heest,www.judoschool.nl,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,34266776
Judo,Don Bosco,www.donbosco-amsterdam.nl,Don Bosco,James Wattstraat 56,1097DK,Amsterdam,Oost,,
Judo,Dojo de Jong,www.dojodejong.nl,Frankendaelschool,Hogeweg 63,1098CA,Amsterdam,Oost,,34219604
Judo,H.C.Fritz ,www.judofritz.nl,Gymnastiekgebouw,Schoolstraat 61,1111BP,Diemen,Buiten Amsterdam,,69593299
Judo,Toradoshi,www.toradoshi.nl,Gymzaal Abraham Kuyperplein 2 ,Abraham Kuyperplein 2 ,1067DE,Amsterdam,Nieuw-West,,
Judo,Pleizier Henny,www.hennypleizier.nl,Gymzaal Holendrecht,Holendrechtplein 41,1106LP,Amsterdam,Zuidoost,,40538671
Judo,Stichting Koka,www.stichtingkoka.nl,Gymzaal Kantershof,Kantershof 635,1104HJ,Amsterdam,Zuidoost,,34372273
Judo,Judo Jishin,www.judojishin.nl,Gymzaal Pro Regeschool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,56131445
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Gymzaal Rosa Boekdrukker,Vancouverstraat 3 ,1056DT,Amsterdam,West,,56001185
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,56001185
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,HvA,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,56080212
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Instituut Schreuder,Van de Veldestraat 10,1071CW,Amsterdam,Zuid,,56080212
Judo,Jumping Feet,www.jumpingfeet.nl,Jumping Feet Fitness en Aerobic-Dance Studio,Noordkaperweg 5,1035HA,Amsterdam,Noord,,
Judo,Reis- en Ontspanningsvereniging Kindervreugd,www.kindervreugd.org,Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Lastage,Lastage/Nieuwe Jonkerstraat,1011CM,Amsterdam,Centrum,,56080212
Judo,Judoschool van Heest,www.judoschool.nl,Openbare Montessorischool Steigereiland ,John Hadleystraat 4 ,1086WB,Amsterdam,Oost,,34266776
Judo,Fuyiama,www.fuyiama.nl,Speeltuinvereniging Nieuw Bos en Lommer,Wachterliedplantsoen 2,1055SB,Amsterdam,West,,34138064
Judo,Kenchutai,www.kenchutai.nl,Speelzaal van basisschool De Kinderboom,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,61704768
Judo,Judovereniging Tenkaichi,www.tenkaichi.nl,Sportcentrum Caland (dojo in kelder),Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34181512
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,56080212
Judo,Judo Yushi,www.judoyushi.nl,Sportpark Ookmeer,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,34117993
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportpark Sloten ,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,56080212
Judo,Sportschool B. van de Berg,www.sportschoolvandeberg.nl,Sportschool,Korte Geuzenstraat 7,1056KR,Amsterdam,West,,33255902
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Wellantcollege,Jan van Zutphenstraat 60 ,1069RS,Amsterdam,Nieuw-West,,56080212
Judo,Luki Goshi,www.lukigoshi.nl,Wethouder Verheijhal,Polderweg 300,1093KP,Amsterdam,Oost,,34185499
Judo,Judoschool Onaji,www.judoschoolonaji.nl,WG-terrein,Ketelhuisplein 45,1054RD,Amsterdam,West,,56001185
